,Article_Topic,Article_Prefix,Article_Number,Article_Title,Chunk_Number,Chunk
243,RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Operational and security risks and authentication,Article 89,89,"Regulatory technical standards on authentication, communication and transaction monitoring mechanisms",243,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Operational and security risks and authentication, Article: 89, Title: Regulatory technical standards on authentication, communication and transaction monitoring mechanisms
3.	In accordance with Article 10 of Regulation (EU) No 1093/2010, the EBA shall review and, if appropriate, update the regulatory technical standards on a regular basis in order, inter alia, to take account of innovation and technological developments, and the provisions of Chapter II of Regulation (EU) 2022/2554, and the European Digital Identity Wallets implemented under Regulation (EU) No 910/2014."
244,RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Operational and security risks and authentication,Article 89,89,"Regulatory technical standards on authentication, communication and transaction monitoring mechanisms",244,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Operational and security risks and authentication, Article: 89, Title: Regulatory technical standards on authentication, communication and transaction monitoring mechanisms
CHAPTER 8"
245,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 90,90,Complaints,245,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 90, Title: Complaints
1.	Member States shall set up procedures which allow payment service users and other interested parties including consumer associations, to submit complaints to the competent authorities designated to ensure enforcement of this Regulation, with regard to payment service providers' alleged infringements of the provisions of this Regulation.
2.	Where appropriate and without prejudice to the right to bring proceedings before a court in accordance with national procedural law, the reply from the competent authorities to the complaints referred to in paragraph 1 shall inform the complainant of the existence of the alternative dispute resolution (ADR) procedures set up in accordance with Article 95."
246,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,246,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
1.	Competent authorities shall exercise their powers to investigate potential infringements of this Regulation, and impose administrative sanctions and administrative measures laid down in their national legal frameworks in accordance with this Regulation, in any of the following ways:
(a)	directly; 
(b)	in collaboration with other authorities;
(c)	by delegating powers to other authorities or bodies, while retaining the responsibility for overseeing the delegated authority or body;
(d)	by applying to the competent judicial authorities."
247,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,247,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
(c)	by delegating powers to other authorities or bodies, while retaining the responsibility for overseeing the delegated authority or body;
(d)	by applying to the competent judicial authorities.
Where competent authorities delegate the exercise of their powers to other authorities or bodies in accordance with point (c) the delegation of power shall specify the delegated tasks, the conditions under which they are to be carried out, and the conditions under which the delegation of power may be revoked. The authorities or bodies to which the powers are delegated shall be organised in such a manner as to ensure that conflicts of interest are avoided. Competent authorities shall oversee the activity of the authorities or bodies to which the powers are delegated.
2.	Member States shall designate competent authorities to ensure and monitor effective compliance with this Regulation. Those competent authorities shall take all appropriate measures to ensure such compliance."
248,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,248,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
The competent authorities shall be either:
(a)	public authorities; 
(b)	bodies recognised by national law or by public authorities expressly empowered for that purpose by national law, including national central banks.
The competent authorities shall be independent from economic bodies and avoid conflicts of interest. Without prejudice to paragraph 2, point (b), payment institutions, credit institutions, or post office giro institutions shall not be designated as competent authorities.
3.	The competent authorities referred to in paragraph 2 shall possess all investigatory powers and adequate resources necessary for the performance of their tasks.
Those powers shall include:
(a)	in the course of procedures to investigate potential breaches of this Regulation, the power to require from, inter alia, the following natural or legal persons, all information necessary to carry out that investigation:
(i) payment services providers;"
249,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,249,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
(i) payment services providers;
(ii)  technical service providers and payment system operators;
(iii) ATM deployers which do not service payment accounts;
(iv) electronic communications services providers;
(v) natural persons belonging to the entities referred to in points (i), (ii) and (iii);
(vi) third parties to whom the entities referred to in points (i), (ii) and (iii) have outsourced operational functions or activities;
(vii) agents and distributors of the entities referred to in points (i), (ii) and (iii) and their branches established in the Member State concerned;
(b)	the power to conduct all necessary investigations of any person referred to in points (a) (i) to (vii) established or located in the Member State of the competent authority or providing services therein, where necessary to carry out the tasks of the competent authorities, including the power to:
(i) require the submission of documents;"
250,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,250,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
(i) require the submission of documents;
(ii) examine the books and records of the persons referred to in points (a) (i) to (vii) and take copies or extracts from such books and records;
(iii) obtain written or oral explanations from any person referred to in points (a) (i) to (vii) or their representatives or staff, where applicable; 
(iv) interview any other natural person who consents to be interviewed for the purpose of collecting information relating to the subject matter of an investigation;
(c)	the power to conduct all necessary inspections at the business premises of the legal persons or of the natural persons referred to in points (a)(i) to (vii), subject to the prior notification of the competent authorities concerned."
251,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,251,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
4.	Where the law of a Member State lays down criminal sanctions applicable to infringements of this Regulation in accordance with Article 96, paragraph (2), that Member State shall have in place the necessary laws, regulations and administrative provisions to enable competent authorities:
(a)	to liaise with competent judicial authorities in order to receive specific information regarding criminal investigations of alleged infringements of this Regulation, criminal proceedings commenced in respect of such alleged infringements, and the outcome of such proceedings including the final judgement; 
(b)	to provide such information to other competent authorities and the EBA to fulfil their obligation of cooperating with each other and with the EBA for the purposes of this Regulation."
252,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,252,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
(b)	to provide such information to other competent authorities and the EBA to fulfil their obligation of cooperating with each other and with the EBA for the purposes of this Regulation.
5.	The implementation and the exercise of powers set out in this Article shall be proportionate and shall comply with Union and national law, including with applicable procedural safeguards and with the principles of the Charter of Fundamental Rights of the European Union. The investigation and enforcement measures adopted in application of this Regulation shall be appropriate to the nature and the overall actual or potential harm of the infringement."
253,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 91,91,Competent authorities and investigatory powers,253,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 91, Title: Competent authorities and investigatory powers
6.	By [ OP please insert the date= the date of entry into force of this Regulation], the EBA shall issue guidelines in accordance with Article 16 of Regulation (EU) No 1093/2010, on complaints procedures, including the channels for submission of complaints, the information requested from complainants, and the disclosure of the aggregate analysis of complaints referred to in Article 90(1)."
254,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 92,92,Professional secrecy,254,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 92, Title: Professional secrecy
1.	Without prejudice to cases covered by national criminal law, all persons who work or who have worked for competent authorities, and any experts acting on behalf of the competent authorities, shall be bound by the obligation of professional secrecy regarding the information related to investigations conducted by the competent authorities.
2.	The information exchanged in accordance with Article 93 shall be subject to the obligation of professional secrecy by both the sharing and recipient authority."
255,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 93,93,Jurisdiction and cooperation of competent authorities,255,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 93, Title: Jurisdiction and cooperation of competent authorities
1.	In the event of infringement or suspected infringement of Titles II and III, the competent authorities shall be those of the home Member State of the payment service provider, except for agents and branches conducting business under the right of establishment, where the competent authorities shall be those of the host Member State.
2.	In the event of infringements or suspected infringements of Titles II and III by technical service providers, payment system operators ATM deployers which do not service payment accounts, electronic communications services providers or by their agents or branches, the competent authorities shall be those of the Member State where the service concerned is provided."
256,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 93,93,Jurisdiction and cooperation of competent authorities,256,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 93, Title: Jurisdiction and cooperation of competent authorities
3.	In the exercise of their investigatory and sanctioning powers, including in cross border cases, competent authorities shall cooperate with each other and with other authorities from any sector concerned as applicable to each case and in accordance with Union and national law by exchanging information with each other and ensuring the mutual assistance to other competent authorities concerned as necessary for the effective enforcement of administrative sanctions and administrative measures.
4.	The authorities from other sectors concerned, referred to in paragraph 3, shall cooperate with competent authorities for the effective enforcement of administrative sanctions and administrative measures."
257,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 93,93,Jurisdiction and cooperation of competent authorities,257,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 93, Title: Jurisdiction and cooperation of competent authorities
SECTION 2
DISPUTE RESOLUTION PROCEDURES AND PENALTIES"
258,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 94,94,Dispute resolution,258,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 94, Title: Dispute resolution
1.	Payment service providers shall put in place and apply adequate and effective complaint resolution procedures for the settlement of complaints of payment service users concerning the rights and obligations under Titles II and III. The competent authorities shall monitor the performance of those procedures.
Those procedures shall be applied in every Member State where the payment service provider offers the payment services and shall be available in an official language of the relevant Member State or in another language if agreed between the payment service provider and the payment service user."
259,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 94,94,Dispute resolution,259,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 94, Title: Dispute resolution
2.	Payment service providers shall make every possible effort to reply, on paper or, if agreed between the payment service provider and the payment service user, on another durable medium, to the payment service users’ complaints. Such a reply shall address all points raised, within an adequate timeframe and at the latest within 15 business days of receipt of the complaint. In exceptional situations, if the answer cannot be given within 15 business days for reasons beyond the control of the payment service provider, it shall send a holding reply, clearly indicating the reasons for a delay in answering to the complaint and specifying the deadline by which the payment service user will receive the final reply. In any event, the deadline for receiving the final reply shall not exceed 35 business days."
260,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 94,94,Dispute resolution,260,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 94, Title: Dispute resolution
Member States may introduce or maintain rules on dispute resolution procedures that are more advantageous to the payment service user than that referred to in the first subparagraph. Where Member States do so, those rules shall apply.
3.	The payment service provider shall inform the payment service user about at least one ADR entity which is competent to deal with disputes concerning the rights and obligations under Titles II and III.
4.	The information referred to in paragraph 3 shall be mentioned in a clear, comprehensive and easily accessible way on the website of the payment service provider and on the respective mobile application, where they exist, at the branch, and in the general terms and conditions of the contract between the payment service provider and the payment service user. The payment service provider shall specify how further information on the ADR entity concerned and on the conditions for using it can be accessed."
261,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 95,95,ADR procedures,261,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 95, Title: ADR procedures
1.	Member States shall establish adequate, independent, impartial, transparent and effective ADR procedures for the settlement of disputes between payment service users and payment service providers concerning the rights and obligations under Titles II and III according to the relevant Union and national law in accordance with the quality requirements laid down in Directive 2013/11/EU of the European Parliament and the Council6, using existing competent bodies where appropriate. ADR procedures shall be applicable to payment service providers.
2.	The bodies referred to in paragraph 1 of this Article shall cooperate effectively for the resolution of cross-border disputes concerning the rights and obligations under Titles II and III."
262,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 95,95,ADR procedures,262,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 95, Title: ADR procedures
2.	The bodies referred to in paragraph 1 of this Article shall cooperate effectively for the resolution of cross-border disputes concerning the rights and obligations under Titles II and III.
3.	Member States shall designate a competent authority to accredit, monitor and publish the quality level of the ADR entity or entities on their territory to resolve disputes concerning rights and obligations under Titles II and III, in line with Article 18 of Directive 2013/11/EU.
4.	Competent authorities, referred to in paragraph 3 shall notify ADR entity or entities in their territories to resolve disputes concerning rights and obligations under Titles II and III to the Commission, in line with Article 20 of Directive 2013/11/EU.
5.	The Commission shall make publicly available a list of the ADR entities notified to it in accordance with paragraph 4 and update that list whenever changes are communicated."
263,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 96,96,Administrative sanctions and administrative measures,263,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 96, Title: Administrative sanctions and administrative measures
1.	Without prejudice to the supervisory powers of competent authorities designated under Directive (EU) XXX (PSD3), in accordance with Title II, Chapter 1, section 3 of that Directive, and the right of Member States to lay down criminal sanctions, Member States shall lay down rules on administrative sanctions and administrative measures applicable to infringements of this Regulation and shall ensure that they are implemented. The administrative sanctions and administrative measures shall be effective, proportionate and dissuasive.
2.	Member States may decide not to lay down rules on administrative sanctions and administrative measures applicable to breaches of this Regulation which are subject to sanctions under national criminal law. In such a case, Member States shall notify the Commission of the relevant criminal law provisions and any subsequent amendments thereto in accordance with Article 103."
264,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 96,96,Administrative sanctions and administrative measures,264,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 96, Title: Administrative sanctions and administrative measures
3.	Where the national rules referred to in paragraph 1 apply to payment service providers and other legal persons, in case of infringements and subject to the conditions laid down in national law, administrative sanctions and administrative measures shall be applicable to the members of the management body of such payment services providers and legal persons and to other natural persons found to be responsible for a breach of this Regulation.
4.	Member States may lay down rules, in accordance with their national law, enabling their competent authorities to close an investigation concerning an alleged infringement of this Regulation, following a settlement agreement or an expedited enforcement procedure.
The empowerment of competent authorities to settle or open expedite enforcement procedures does not affect the obligations upon Member States under paragraph 1."
265,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 97,97,Administrative sanctions and other administrative measures for specific infringements,265,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 97, Title: Administrative sanctions and other administrative measures for specific infringements
1.	Without prejudice to Article 96(2), national laws, regulations and administrative provisions shall lay down the administrative sanctions and other administrative measures referred to in paragraph 2 of this Article in respect of the breaching or circumvention of the following provisions:
(a)	the rules on access to accounts maintained with a credit institution laid down in Article 32;
(b)	the secure data access rules by either account servicing payment service provider or by account information service providers and payment initiation service providers laid down in of Title III, Chapter 3, without prejudice to Article 45;
(c)	the obligation to organise or perform fraud prevention mechanisms including strong customer authentication as set out in Articles 85, 86 and 87;
(d)	the duty to comply with the requirements for transparency on fees by ATM operators or other cash distributors, in accordance with Article 20(c) point (ii);"
266,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 97,97,Administrative sanctions and other administrative measures for specific infringements,266,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 97, Title: Administrative sanctions and other administrative measures for specific infringements
(d)	the duty to comply with the requirements for transparency on fees by ATM operators or other cash distributors, in accordance with Article 20(c) point (ii);  
(e)	failure of payment service providers to respect the period for compensation of payment service users as set out in Article 56(2), Article 57(2) and Article 59(2).
2.	In the cases referred to in paragraph 1, the applicable administrative sanctions and administrative measures shall include the following: 
(a)	administrative fines;
(i) in the case of a legal person, a maximum administrative fine of at least 10%  of its total annual turnover as defined under paragraph 3;
(ii) in the case of a natural person, a maximum administrative fine of at least EUR 5 000 000, or in the Member States whose currency is not the euro, the corresponding value in the national currency on the date of entry into force of this Regulation;"
267,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 97,97,Administrative sanctions and other administrative measures for specific infringements,267,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 97, Title: Administrative sanctions and other administrative measures for specific infringements
(iii) a maximum administrative fine of at least twice the amount of the profits gained from the breach, where that profit can be determined.
(b)	a public statement indicating the legal or natural person responsible for the breach and the nature of the breach;
(c)	an order requiring the legal or natural person responsible for the breach to cease the unlawful conduct and to desist from repeating it;
(d)	a temporary ban preventing a member of the management body of the legal person, or any other natural person who is held responsible for the breach, from exercising managing functions."
268,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 97,97,Administrative sanctions and other administrative measures for specific infringements,268,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 97, Title: Administrative sanctions and other administrative measures for specific infringements
(d)	a temporary ban preventing a member of the management body of the legal person, or any other natural person who is held responsible for the breach, from exercising managing functions.  
3.	The total annual turnover referred to in paragraph 2, point (a)(i) of this Article and in Article 98(1) of this Regulation shall be equal to the net turnover as defined in Article 2, point (5), of Directive 2013/34/EU according to the annual financial statements available for the latest balance sheet date, for which the members of the administrative, management and supervisory bodies of the legal person have responsibility."
269,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 97,97,Administrative sanctions and other administrative measures for specific infringements,269,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 97, Title: Administrative sanctions and other administrative measures for specific infringements
Where the legal person is a parent undertaking or a subsidiary of a parent undertaking which is required to prepare consolidated financial statements in accordance with Article 22 of Directive 2013/34/EU, the relevant total annual turnover shall be the net turnover or the revenue to be determined in accordance with the relevant accounting standards, according to the consolidated financial statements of the ultimate parent undertaking available for the latest balance sheet date, for which the members of the administrative, management and supervisory body of the ultimate undertaking have responsibility.
4.	Member States may empower competent authorities, in accordance with national law, to impose other types of sanctions and other type of sanctioning powers in addition to those referred to in paragraph 2 of this Article and Article 98 on periodic penalty payments."
270,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 98,98,Periodic penalty payments,270,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 98, Title: Periodic penalty payments
1.	Competent authorities shall be entitled to impose periodic penalty payments on legal or natural persons for failure to comply with any decision, order, interim measure, request, obligation or other measure adopted in accordance with this Regulation.
Periodic penalty payment referred to in the first subparagraph shall be effective and proportionate and shall consist of a daily amount to be paid until compliance is restored. They shall be imposed for a period not exceeding 6 months from the date indicated in the decision imposing the periodic penalty payments.
Competent authorities shall be entitled to impose maximum periodic penalty payments of at least:
(a)	3% of the average daily turnover in the case of a legal person;
(b)	EUR 30.000 in the case of a natural person.
The average daily turnover shall be the total annual turnover referred to in Article 97(3), divided by 365."
271,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 98,98,Periodic penalty payments,271,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 98, Title: Periodic penalty payments
(b)	EUR 30.000 in the case of a natural person.
The average daily turnover shall be the total annual turnover referred to in Article 97(3), divided by 365.
2.	Member States may provide for higher amounts of pecuniary penalty payments than those laid down in paragraph 1."
272,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 99,99,Elements to be considered when determining administrative sanctions and other administrative measures,272,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 99, Title: Elements to be considered when determining administrative sanctions and other administrative measures
1.	Competent authorities, when determining the type and level of administrative sanctions or other administrative measures, shall take into account all relevant elements and circumstances to apply proportionate sanctions, including: 
(a)	the seriousness and the duration of the infringement;
(b)	the degree of responsibility of the natural or legal person responsible for the infringement; 
(c)	the financial strength of the natural or legal person responsible for the breach, as indicated, among others, by the total annual turnover of the legal person, or the annual income of the natural person responsible for the infringement;
(d)	the magnitude of profits gained or losses avoided by the natural or legal person responsible for the infringement, insofar as they can be determined;
(e)	the losses for third parties resulted from the infringement, insofar as they can be determined;"
273,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 99,99,Elements to be considered when determining administrative sanctions and other administrative measures,273,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 99, Title: Elements to be considered when determining administrative sanctions and other administrative measures
(e)	the losses for third parties resulted from the infringement, insofar as they can be determined;
(f)	the disadvantage resulting to the legal or natural person responsible for the breach from the duplication of criminal and administrative proceedings and sanctions for the same conduct;
(g)	the impact of the infringement in the interests of consumers and other payment services users;
(h)	any actual or potential systemic negative consequences of the infringement;
(i)	the complicity or participation of more than one natural or legal person in the infringement;
(j)	previous infringements committed by the natural or legal person responsible for the breach;
(k)	the level of cooperation of the natural or legal person responsible for the infringement with the competent authority;
(l)	any remedial action or measure undertaken by the legal or natural person responsible for the infringement to prevent its repetition."
274,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 99,99,Elements to be considered when determining administrative sanctions and other administrative measures,274,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 99, Title: Elements to be considered when determining administrative sanctions and other administrative measures
(l)	any remedial action or measure undertaken by the legal or natural person responsible for the infringement to prevent its repetition.
2.	Competent authorities that use settlement agreements or expedited enforcement procedures in accordance with Article 96(4) shall adapt the relevant administrative sanctions and administrative measures laid down in Articles 96, 97, and 98 to the case concerned to ensure the proportionality thereof."
275,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 100,100,Right of appeal,275,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 100, Title: Right of appeal
1.	The decisions taken by the competent authorities pursuant to this Regulation shall be contestable before the courts.
2.	Paragraph 1 shall apply also in respect of failure to act."
276,"RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties",Article 101,101,Publication of administrative sanctions and administrative measures,276,"Topic: RIGHTS AND OBLIGATIONS IN RELATION TO THE PROVISION AND USE OF PAYMENT SERVICES - Enforcement procedures, competent authorities and penalties, Article: 101, Title: Publication of administrative sanctions and administrative measures
1.	Competent authorities shall publish on their website all decisions imposing an administrative sanction or administrative measure on legal and natural persons, for breaches of this Regulation, and where applicable, all settlement agreements. The publication shall include a short description of the breach, the administrative sanction or other administrative measure imposed, or, where applicable, a statement about the settlement agreement. The identity of the natural person subject to the decision imposing an administrative sanction or administrative measure shall not be published.
Competent authorities shall publish the decision and the statement referred to in the first subparagraph immediately after the legal or natural person subject to the decision has been notified of that decision or the settlement agreement has been signed."
